CHROMOSOME	START_POS	END_POS	STRAND	GENE	OVERLAP
chr3	190120963	190144846	+	P3H2-AS1	Y
chr3	190290360	190412138	+	CLDN16	Y
chr3	190305711	190322446	-	CLDN1	Y
chr3	190428655	190449876	-	TMEM207	Y
chr3	190514084	190659750	+	IL1RAP	Y
chr3	190852736	190862694	-	GMNC	Y
chr3	190877929	190878050	+	SNAR-I	Y
chr3	191199240	191265614	+	OSTN	Y
chr3	191213294	191234605	-	OSTN-AS1	Y
chr3	191267167	191330536	-	UTS2B	Y
chr3	191329393	191398659	+	CCDC50	Y
chr3	191425523	191590356	+	LINCR-0002	Y
chr3	191461162	191461456	+	PYDC2	Y
chr3	192139390	192727541	-	FGF12	Y
chr3	192238629	192283095	+	FGF12-AS1	Y
chr3	192515021	192516573	+	FGF12-AS2	Y
chr3	192796815	192917856	-	MB21D2	Y
chr3	193241221	193270855	+	PLAAT1	Y
chr3	193241778	193243972	+	MGC2889	Y
chr3	193274788	193378753	-	ATP13A5	Y
chr3	193307243	193314521	+	ATP13A5-AS1	Y
chr3	193398966	193554895	-	ATP13A4	Y
chr3	193553212	193555584	+	ATP13A4-AS1	Y
chr3	193593207	193697811	+	OPA1	Y
chr3	193618598	193627332	-	OPA1-AS1	Y
chr3	193840827	193844009	-	LINC02038	Y
chr3	193957371	194003659	-	LINC02026	Y
chr3	193993093	193994238	-	DPPA2P3	Y
chr3	194005455	194070970	-	LINC02028	Y
chr3	194136147	194138732	+	HES1	Y
chr3	194203015	194250153	-	LINC02036	Y
chr3	194247647	194257772	+	LINC02037	Y
chr3	194301199	194312804	-	LINC00887	Y
chr3	194339767	194351328	-	CPN2	Y
chr3	194355248	194369743	-	LRRC15	Y
chr3	194394820	194399266	-	GP5	Y
chr3	194402677	194487002	-	ATP13A3	Y
chr3	194487139	194488545	+	LINC00884	Y
chr3	194584267	194590832	+	TMEM44-AS1	Y
chr3	194587677	194633419	-	TMEM44	Y
chr3	194640791	194672191	-	LSG1	Y
chr3	194685882	194689037	+	FAM43A	Y
chr3	194708420	194782168	+	LINC01968	Y
chr3	194765237	194768709	-	LINC01972	Y
chr3	195068283	195271159	-	XXYLT1	Y
chr3	195094587	195096057	+	XXYLT1-AS1	Y
chr3	195134505	195134580	-	MIR3137	Y
chr3	195147870	195152856	+	XXYLT1-AS2	Y
chr3	195274744	195443020	-	ACAP2	Y
chr3	195514427	195543325	-	PPP1R2	Y
chr3	195568704	195583940	-	APOD	Y
chr3	195646634	195652159	-	LOC105374297	Y
chr3	195658038	195688864	+	SDHAP2	Y
chr3	195688497	195711875	+	MIR570HG	Y
chr3	195699400	195699497	+	MIR570	Y
chr3	195720881	195733553	+	MUC20	Y
chr3	195746765	195811973	-	MUC4	Y
chr3	195836454	195860404	-	LINC01983	Y
chr3	195863363	195908551	-	TNK2	Y
chr3	195882328	195882395	-	MIR6829	Y
chr3	195908075	195913264	+	TNK2-AS1	Y
chr3	195959920	195990279	-	SDHAP1	Y
chr3	196049283	196082090	-	TFRC	Y
chr3	196142635	196160890	+	LINC00885	Y
chr3	196197451	196211400	-	ZDHHC19	Y
chr3	196216533	196233427	+	SLC51A	Y
chr3	196234367	196287726	-	PCYT1A	Y
chr3	196291218	196318240	-	TCTEX1D2	Y
chr3	196316084	196338420	-	TM4SF19-TCTEX1D2	Y
chr3	196318331	196325570	+	TM4SF19-AS1	Y
chr3	196323546	196338388	-	TM4SF19	Y
chr3	196347661	196432427	-	UBXN7	Y
chr3	196431384	196433034	+	UBXN7-AS1	Y
chr3	196468785	196503768	-	RNF168	Y
chr3	196506878	196515346	-	SMCO1	Y
chr3	196554178	196568674	-	WDR53	Y
chr3	196568659	196589059	+	FBXO45	Y
chr3	196631503	196632587	-	LINC01063	Y
chr3	196639693	196662003	+	NRROS	Y
chr3	196706276	196712250	-	CEP19	Y
chr3	196712376	196736005	+	PIGX	Y
chr3	196739856	196832647	+	PAK2	Y
chr3	196867855	196934713	+	SENP5	Y
chr3	196935401	196942593	-	NCBP2	Y
chr3	196939876	196942534	+	NCBP2-AS1	Y
chr3	196942673	196943543	+	NCBP2AS2	Y
chr3	196946355	196968833	-	PIGZ	Y
chr3	197001740	197029817	-	MELTF	Y
chr3	197002905	197004744	+	MELTF-AS1	Y
chr3	197042559	197299321	-	DLG1	Y
chr3	197293877	197293948	-	MIR4797	Y
chr3	197298246	197303750	+	DLG1-AS1	Y
chr3	197505261	197509661	-	LINC02012	Y
chr3	197509782	197573323	-	BDH1	Y
chr3	197614026	197627881	-	LOC220729	Y
chr3	197668866	197749699	-	RUBCN	Y
chr3	197674495	197674576	-	MIR922	Y
chr3	197749882	197787596	+	FYTTD1	Y
chr3	197791225	197888434	+	LRCH3	Y
chr3	197889074	197960019	-	IQCG	Y
chr3	197950189	197956610	+	RPL35A	Y
chr3	197960199	198043720	+	LMLN	Y
chr3	198038325	198039467	-	LMLN-AS1	Y
chr3	198057530	198080671	-	ANKRD18DP	Y
chr3	198153205	198222513	+	FAM157A	Y
chr4	53284	88211	+	ZNF595	Y
chr4	124475	202306	+	ZNF718	Y
chr4	212599	255984	+	ZNF876P	Y
chr4	270674	305474	-	ZNF732	Y
chr4	337813	384868	+	ZNF141	Y
chr4	350156	350252	+	MIR571	Y
chr4	425434	474209	-	ABCA11P	Y
chr4	439989	499156	-	ZNF721	Y
chr4	499199	540194	+	PIGG	Y
chr4	573879	576295	-	TMEM271	Y
chr4	577167	584866	+	LOC105374338	Y
chr4	625572	670782	+	PDE6B	Y
chr4	672435	674276	-	ATP5ME	Y
chr4	674541	682028	+	MYL5	Y
chr4	681828	689151	-	SLC49A3	Y
chr4	705831	770980	+	PCGF3	Y
chr4	780148	781848	-	LOC100129917	Y
chr4	784956	826129	-	CPLX1	Y
chr4	849276	932316	-	GAK	Y
chr4	932386	958655	+	TMEM175	Y
chr4	958886	973569	-	DGKQ	Y
chr4	979074	993404	-	SLC26A1	Y
chr4	986996	1004557	+	IDUA	Y
chr4	1011625	1026898	+	FGFRL1	Y
chr4	1056250	1113564	-	RNF212	Y
chr4	1113638	1132975	+	LOC105374344	Y
chr4	1115196	1123164	-	TMED11P	Y
chr4	1166932	1208962	-	SPON2	Y
chr4	1195782	1208962	-	LOC100130872	Y
chr4	1210119	1218591	+	CTBP1-AS	Y
chr4	1211444	1250355	-	CTBP1	Y
chr4	1249439	1253007	+	CTBP1-DT	Y
chr4	1289890	1340137	+	MAEA	Y
chr4	1347207	1388049	+	UVSSA	Y
chr4	1402931	1406442	-	NKX1-1	Y
chr4	1639880	1684313	-	FAM53A	Y
chr4	1692730	1712319	-	SLBP	Y
chr4	1715951	1721357	-	TMEM129	Y
chr4	1721520	1745170	+	TACC3	Y
chr4	1793292	1808867	+	FGFR3	Y
chr4	1811478	1856156	-	LETM1	Y
chr4	1871392	1982192	+	NSD2	Y
chr4	1974635	1974760	+	SCARNA22	Y
chr4	1982723	2008974	-	NELFA	Y
chr4	1986383	1986477	-	MIR943	Y
chr4	2041992	2043970	+	C4orf48	Y
chr4	2059326	2069089	+	NAT8L	Y
chr4	2071917	2242121	-	POLN	Y
chr4	2228366	2242121	-	HAUS3	Y
chr4	2247431	2262109	-	MXD4	Y
chr4	2250076	2250156	-	MIR4800	Y
chr4	2269596	2418645	-	ZFYVE28	Y
chr4	2418954	2462963	+	CFAP99	Y
chr4	2469105	2515856	+	RNF4	Y
chr4	2535374	2732575	+	FAM193A	Y
chr4	2741647	2756336	-	TNIP2	Y
chr4	2793084	2841096	+	SH3BP2	Y
chr4	2843843	2930062	+	ADD1	Y
chr4	2930560	2934859	-	MFSD10	Y
chr4	2935545	2951073	+	NOP14-AS1	Y
chr4	2937936	2963406	-	NOP14	Y
chr4	2963570	3040760	+	GRK4	Y
chr4	3063245	3074514	-	HTT-AS	Y
chr4	3074680	3243960	+	HTT	Y
chr4	3244368	3256613	+	MSANTD1	Y
chr4	3314146	3439913	+	RGS12	Y
chr4	3441967	3449486	+	HGFAC	Y
chr4	3463305	3501482	+	DOK7	Y
chr4	3503611	3532422	-	LRPAP1	Y
chr4	3576868	3590985	+	LINC00955	Y
chr4	3673592	3677855	-	LINC02171	Y
chr4	3766384	3768526	+	ADRA2C	Y
chr4	3941759	3955428	-	FAM86EP	Y
chr4	4188725	4226929	-	OTOP1	Y
chr4	4235541	4248242	-	TMEM128	Y
chr4	4267700	4290154	-	LYAR	Y
chr4	4290250	4321783	+	ZBTB49	Y
chr4	4386531	4419058	+	NSG1	Y
chr4	4418968	4542343	-	STX18	Y
chr4	4476120	4481700	-	STX18-IT1	Y
chr4	4542130	4710937	+	STX18-AS1	Y
chr4	4664325	4664423	+	SNORD162	Y
chr4	4761759	4787374	+	LOC101928279	Y
chr4	4844436	4850827	+	LINC01396	Y
chr4	4859664	4863933	+	MSX1	Y
chr4	4920807	4988671	+	LOC101928306	Y
chr4	5014585	5019458	-	CYTL1	Y
chr4	5051479	5500989	+	STK32B	Y
chr4	5524568	5527800	+	LINC01587	Y
chr4	5562418	5709548	-	EVC2	Y
chr4	5711200	5814305	+	EVC	Y
chr4	5820763	5893086	-	CRMP1	Y
chr4	5923274	5923328	-	MIR378D1	Y
chr4	5957111	6018546	-	C4orf50	Y
chr4	6026198	6200549	-	JAKMIP1	Y
chr4	6200732	6233936	+	LINC02495	Y
chr4	6269849	6303265	+	WFS1	Y
chr4	6320580	6563799	-	PPP2R2C	Y
chr4	6575188	6623348	+	MAN2B2	Y
chr4	6640090	6642743	+	MRFAP1	Y
chr4	6670727	6673881	-	LINC02482	Y
chr4	6674074	6676047	+	LOC93622	Y
chr4	6687447	6690519	-	LINC02481	Y
chr4	6693877	6697170	+	S100P	Y
chr4	6707700	6709865	-	MRFAP1L1	Y
chr4	6716173	6717662	+	BLOC1S4	Y
chr4	6782731	6884172	+	KIAA0232	Y
chr4	6909443	7033118	+	TBC1D14	Y
chr4	7030553	7046231	-	LOC100129931	Y
chr4	7040849	7043001	-	CCDC96	Y
chr4	7043371	7057950	+	TADA2B	Y
chr4	7058894	7068064	-	GRPEL1	Y
chr4	7097423	7103376	-	LINC02447	Y
chr4	7192537	7742827	+	SORCS2	Y
chr4	7310449	7310524	+	MIR4798	Y
chr4	7430284	7434930	-	PSAPL1	Y
chr4	7460027	7460118	+	MIR4274	Y
chr4	7754089	7778927	+	AFAP1-AS1	Y
chr4	7758712	7939926	-	AFAP1	Y
chr4	7939000	7940296	+	LOC389199	Y
chr4	7965326	8158813	-	ABLIM2	Y
chr4	8005300	8005381	-	MIR95	Y
chr4	8199289	8241103	+	SH3TC1	Y
chr4	8269753	8307098	+	HTRA3	Y
chr4	8320175	8323965	+	LINC02517	Y
chr4	8366281	8440723	-	ACOX3	Y
chr4	8440776	8476555	+	TRMT44	Y
chr4	8580391	8590023	+	GPR78	Y
chr4	8592659	8619761	+	CPZ	Y
chr4	8846075	8871839	-	HMX1	Y
chr4	9173172	9176167	+	FAM90A26	Y
chr4	9210656	9212249	+	USP17L10	Y
chr4	9215404	9216997	+	USP17L11	Y
chr4	9215404	9216997	+	USP17L18	Y
chr4	9215404	9216997	+	USP17L20	Y
chr4	9220151	9221744	+	USP17L12	Y
chr4	9220151	9221744	+	USP17L21	Y
chr4	9224895	9226488	+	USP17L13	Y
chr4	9234384	9236046	+	USP17L15	Y
chr4	9243878	9245471	+	USP17L17	Y
chr4	9253377	9254970	+	USP17L19	Y
chr4	9258123	9259716	+	USP17L22	Y
chr4	9325164	9326757	+	USP17L24	Y
chr4	9325164	9326757	+	USP17L25	Y
chr4	9325164	9326757	+	USP17L26	Y
chr4	9325164	9326757	+	USP17L27	Y
chr4	9325164	9326757	+	USP17L28	Y
chr4	9325164	9326757	+	USP17L29	Y
chr4	9325164	9326757	+	USP17L30	Y
chr4	9325164	9326757	+	USP17L5	Y
chr4	9358381	9359974	+	USP17L9P	Y
chr4	9367873	9369070	+	USP17L6P	Y
chr4	9444533	9450514	+	DEFB131A	Y
chr4	9556167	9556316	-	MIR548I2	Y
chr4	9781633	9784009	+	DRD5	Y
chr4	9826223	10040248	-	SLC2A9	Y
chr4	10074338	10116799	-	WDR1	Y
chr4	10078610	10078692	-	MIR3138	Y
chr4	10439879	10457426	-	ZNF518B	Y
chr4	10486394	10684768	-	CLNK	Y
chr4	11368826	11368921	+	MIR572	Y
chr4	11393149	11428894	-	HS3ST1	Y
chr4	11740950	11769468	-	LINC02360	Y
chr4	11783177	11783248	+	MIR12113	Y
chr4	12223450	12251285	+	LINC02270	Y
chr4	13367722	13484365	-	RAB28	Y
chr4	13526318	13531417	-	LINC01097	Y
chr4	13540829	13544508	-	NKX3-2	Y
chr4	13546075	13547824	-	LINC01096	Y
chr4	13568739	13627725	-	BOD1L1	Y
chr4	13627864	13627957	+	MIR5091	Y
chr4	13655178	13931228	+	LINC01182	Y
chr4	14111967	14140052	+	LINC01085	Y
chr4	14470465	14888169	-	LINC00504	Y
chr4	14909960	15002045	-	CPEB2-DT	Y
chr4	15002480	15070151	+	CPEB2	Y
chr4	15004941	15427914	-	C1QTNF7-AS1	Y
chr4	15339987	15446167	+	C1QTNF7	Y
chr4	15469864	15601557	+	CC2D2A	Y
chr4	15604383	15655412	-	FBXL5	Y
chr4	15681826	15690447	+	FAM200B	Y
chr4	15703064	15732787	+	BST1	Y
chr4	15778327	15853232	+	CD38	Y
chr4	15935576	15938740	-	FGFBP1	Y
chr4	15960245	15963175	-	FGFBP2	Y
chr4	15968227	16084023	-	PROM1	Y
chr4	16160504	16226471	-	TAPT1	Y
chr4	16226662	16258187	+	TAPT1-AS1	Y
chr4	16501533	16898809	-	LDB2	Y
chr4	17171756	17186057	-	LINC02493	Y
chr4	17320745	17320882	-	SNORA75B	Y
chr4	17486392	17512234	-	QDPR	Y
chr4	17515164	17527104	+	CLRN2	Y
chr4	17577197	17607970	+	LAP3	Y
chr4	17614640	17634103	+	MED28	Y
chr4	17629305	17781621	-	FAM184B	Y
chr4	17793445	17810757	-	DCAF16	Y
chr4	17810978	17844864	+	NCAPG	Y
chr4	17841198	18021875	-	LCORL	Y
chr4	20251904	20620561	+	SLIT2	Y
chr4	20392188	20394856	+	SLIT2-IT1	Y
chr4	20528274	20528384	+	MIR218-1	Y
chr4	20696281	20752900	+	PACRGL	Y
chr4	20728615	21948751	-	KCNIP4	Y
chr4	21464699	21464758	-	MIR7978	Y
chr4	21582095	21613722	+	LOC105374516	Y
chr4	21843340	21853188	-	KCNIP4-IT1	Y
chr4	22327365	22339666	-	LOC100505912	Y
chr4	22387375	22516066	-	ADGRA3	Y
chr4	22515311	22515385	+	MIR12115	Y
chr4	22692913	22819572	+	GBA3	Y
chr4	23792020	24472905	-	PPARGC1A	Y
chr4	24520191	24520290	-	MIR573	Y
chr4	24527474	24584554	-	DHX15	Y
chr4	24795572	24800842	+	SOD3	Y
chr4	24806116	24980204	-	CCDC149	Y
chr4	24998846	25030946	-	LGI2	Y
chr4	25120013	25160449	-	SEPSECS	Y
chr4	25160671	25198505	+	SEPSECS-AS1	Y
chr4	25234032	25279204	+	PI4K2B	Y
chr4	25312773	25370383	+	ZCCHC4	Y
chr4	25377262	25418498	+	ANAPC4	Y
chr4	25531039	25569346	-	LOC101929161	Y
chr4	25655850	25678746	+	SLC34A2	Y
chr4	25747432	25863566	-	SEL1L3	Y
chr4	25914191	25929879	+	SMIM20	Y
chr4	26163457	26435130	+	RBPJ	Y
chr4	26481395	26490484	-	CCKAR	Y
chr4	26583923	26756213	+	TBC1D19	Y
chr4	26859623	26860599	-	STIM2-AS1	Y
chr4	26860840	27025381	+	STIM2	Y
chr4	27217478	27282225	+	LINC02261	Y
chr4	28819581	28819668	+	MIR4275	Y
chr4	28996783	29014593	+	LINC02364	Y
chr4	29214291	29221161	+	LINC02472	Y
chr4	30720368	31146800	+	PCDH7	Y
chr4	31171143	31211674	+	LINC02497	Y
chr4	31506543	31558821	+	LINC02501	Y
chr4	31997378	32155406	+	LINC02506	Y
chr4	32005852	32022422	-	LOC105377651	Y
chr4	32351037	32353220	+	LINC02353	Y
chr4	33896340	34039893	-	LOC101928622	Y
chr4	34121410	34269747	-	LINC02484	Y
chr4	36005403	36243939	-	ARAP2	Y
chr4	36244115	36274215	+	LOC439933	Y
chr4	36281615	36347511	+	DTHD1	Y
chr4	36426365	36426428	-	MIR1255B1	Y
chr4	36496536	36641900	-	LINC02505	Y
chr4	37001778	37020706	+	LINC02616	Y
chr4	37241909	37241991	-	MIR4801	Y
chr4	37244742	37449463	+	NWD2	Y
chr4	37453924	37593510	+	C4orf19	Y
chr4	37590803	37686376	-	RELL1	Y
chr4	37826685	37862937	+	PGM2	Y
chr4	37891083	38139173	+	TBC1D1	Y
chr4	37960397	37961127	+	PTTG2	Y
chr4	38366913	38385746	+	LINC02513	Y
chr4	38420661	38523180	-	LINC01258	Y
chr4	38509766	38518056	+	LINC01259	Y
chr4	38564002	38573960	+	LINC02278	Y
chr4	38612700	38664628	-	KLF3-AS1	Y
chr4	38664198	38701517	+	KLF3	Y
chr4	38772237	38782990	-	TLR10	Y
chr4	38796254	38804791	-	TLR1	Y
chr4	38823707	38856817	-	TLR6	Y
chr4	38867805	38945739	+	FAM114A1	Y
chr4	38868031	38868127	+	MIR574	Y
chr4	38966745	39032409	-	TMEM156	Y
chr4	39044830	39126233	+	KLHL5	Y
chr4	39182528	39285810	+	WDR19	Y
chr4	39287455	39366362	-	RFC1	Y
chr4	39406929	39451533	+	KLB	Y
chr4	39411909	39411974	+	MIR5591	Y
chr4	39454124	39458948	-	RPL9	Y
chr4	39459055	39479506	+	LIAS	Y
chr4	39480254	39481903	+	LOC401127	Y
chr4	39498754	39527439	-	UGDH	Y
chr4	39527838	39594707	+	UGDH-AS1	Y
chr4	39546335	39638865	-	SMIM14	Y
chr4	39698135	39782790	+	UBE2K	Y
chr4	39822862	39977911	-	PDS5A	Y
chr4	40042916	40057199	-	LOC344967	Y
chr4	40056849	40158252	+	N4BP2	Y
chr4	40191079	40246967	+	RHOH	Y
chr4	40307184	40330419	+	LINC02265	Y
chr4	40335332	40355217	+	CHRNA9	Y
chr4	40423279	40630594	-	RBM47	Y
chr4	40502039	40502119	-	MIR4802	Y
chr4	40749954	40811184	+	NSUN7	Y
chr4	40810026	41214542	-	APBB2	Y
chr4	41220073	41256727	-	UCHL1-AS1	Y
chr4	41256927	41268455	+	UCHL1	Y
chr4	41359606	41700044	+	LIMCH1	Y
chr4	41744081	41748725	-	PHOX2B	Y
chr4	41879520	41882611	-	LINC00682	Y
chr4	41935428	41960803	+	TMEM33	Y
chr4	41981755	41986461	+	DCAF4L1	Y
chr4	41990529	42090461	+	SLC30A9	Y
chr4	42110852	42152655	-	BEND4	Y
chr4	42299011	42391268	-	LOC105374428	Y
chr4	42397487	42402487	+	SHISA3	Y
chr4	42408374	42657105	-	ATP8A1	Y
chr4	42892712	43030658	+	GRXCR1	Y
chr4	43457535	43492543	-	LINC02383	Y
chr4	44016860	44022061	+	LINC02475	Y
chr4	44173902	44448809	-	KCTD8	Y
chr4	44622336	44651641	-	YIPF7	Y
chr4	44678419	44700928	+	GUF1	Y
chr4	44701794	44726634	-	GNPDA2	Y
chr4	46035769	46124054	-	GABRG1	Y
chr4	46243547	46390300	-	GABRA2	Y
chr4	46734829	46909245	-	COX7B2	Y
chr4	46918899	46993581	-	GABRA4	Y
chr4	47031566	47426430	+	GABRB1	Y
chr4	47450788	47463730	-	COMMD8	Y
chr4	47485274	47593486	+	ATP10D	Y
chr4	47593997	47838106	-	CORIN	Y
chr4	47652668	47652741	+	MIR8053	Y
chr4	47831344	47896848	+	LOC101927179	Y
chr4	47847232	47914667	-	NFXL1	Y
chr4	47914226	47990737	+	LOC101927157	Y
chr4	47935976	48016681	-	CNGA1	Y
chr4	48016771	48040173	+	NIPAL1	Y
chr4	48066392	48134250	-	TXK	Y
chr4	48135782	48269838	-	TEC	Y
chr4	48341528	48426198	+	SLAIN2	Y
chr4	48483342	48489526	+	SLC10A4	Y
chr4	48490251	48494389	+	ZAR1	Y
chr4	48497356	48780279	-	FRYL	Y
chr4	48831042	48861817	+	OCIAD1	Y
chr4	48852008	48860203	-	OCIAD1-AS1	Y
chr4	48885018	48906774	-	OCIAD2	Y
chr4	48986274	49062078	+	CWH43	Y
chr4	51842999	51916837	+	DCUN1D4	Y
chr4	51993651	52020363	-	LRRC66	Y
chr4	52020705	52038299	-	SGCB	Y
chr4	52044804	52046919	+	LINC02480	Y
chr4	52051303	52097299	+	SPATA18	Y
chr4	52590960	52659301	-	USP46	Y
chr4	52659405	52661498	+	USP46-DT	Y
chr4	52712393	52720697	+	DANCR	Y
chr4	52712681	52712747	+	MIR4449	Y
chr4	52713248	52713370	+	SNORA26	Y
chr4	52742552	52751425	-	ERVMER34-1	Y
chr4	52789993	52815464	+	LINC01618	Y
chr4	52862316	52866835	+	RASL11B	Y
chr4	52872983	53366061	-	SCFD2	Y
chr4	53377640	53460862	+	FIP1L1	Y
chr4	53459300	53591486	-	LNX1	Y
chr4	53500076	53523276	+	LNX1-AS1	Y
chr4	53592955	53605381	+	LNX1-AS2	Y
chr4	53695900	53734358	+	LOC100506444	Y
chr4	53985498	53987282	-	RPL21P44	Y
chr4	54009790	54064605	-	CHIC2	Y
chr4	54100162	54102498	+	GSX2	Y
chr4	54229292	54298245	+	PDGFRA	Y
chr4	54332891	54356104	+	LINC02283	Y
chr4	54603210	54607131	-	LINC02260	Y
chr4	54657956	54740715	+	KIT	Y
chr4	55078480	55125595	-	KDR	Y
chr4	55346241	55373099	+	SRD5A3	Y
chr4	55366600	55385580	-	SRD5A3-AS1	Y
chr4	55395956	55426175	+	TMEM165	Y
chr4	55427902	55546909	-	CLOCK	Y
chr4	55556518	55592245	-	PDCL2	Y
chr4	55595230	55636793	-	NMU	Y
chr4	55819789	55837489	+	EXOC1L	Y
chr4	55853647	55905086	+	EXOC1	Y
chr4	55948944	56033361	+	CEP135	Y
chr4	56170194	56330724	+	CRACD	Y
chr4	56338284	56387508	-	AASDH	Y
chr4	56393362	56435615	-	PPAT	Y
chr4	56436259	56464578	+	PAICS	Y
chr4	56467616	56503681	+	SRP72	Y
chr4	56505208	56524456	+	ARL9	Y
chr4	56530605	56603507	+	THEGL	Y
chr4	56647987	56681706	-	HOPX	Y
chr4	56809859	56821869	-	SPINK2	Y
chr4	56907899	56935844	+	REST	Y
chr4	56963349	56977606	-	NOA1	Y
chr4	56978639	57031162	+	POLR2B	Y
chr4	57030772	57110385	-	IGFBP7	Y
chr4	57109761	57205299	+	IGFBP7-AS1	Y
chr4	57425871	57465986	+	LINC02380	Y
chr4	58524514	58536328	-	LINC02494	Y
chr4	58984281	59046959	+	LINC02429	Y
chr4	58987187	58988154	-	LINC02619	Y
chr4	60922618	60922684	+	MIR548AG1	Y
chr4	61143655	61153651	+	LINC02271	Y
chr4	61201229	62078335	+	ADGRL3	Y
chr4	62071754	62161765	-	ADGRL3-AS1	Y
chr4	64276299	64409460	-	TECRL	Y
chr4	64914280	65004500	-	LINC02232	Y
chr4	65319562	65670495	-	EPHA5	Y
chr4	65669960	65693386	+	EPHA5-AS1	Y
chr4	66276823	66276928	+	MIR1269A	Y
chr4	67417304	67422000	-	LOC101927237	Y
chr4	67468761	67545503	-	CENPC	Y
chr4	67558726	67607337	+	STAP1	Y
chr4	67612652	67701155	-	UBA6	Y
chr4	67701277	67722504	+	UBA6-AS1	Y
chr4	67737117	67754388	-	GNRHR	Y
chr4	67820875	67884002	-	TMPRSS11D	Y
chr4	67909394	67963493	-	TMPRSS11A	Y
chr4	67991811	67997439	-	TMPRSS11GP	Y
chr4	68053197	68129869	-	TMPRSS11F	Y
chr4	68053507	68073233	+	LOC550113	Y
chr4	68060609	68063297	-	SYT14P1	Y
chr4	68182291	68212470	+	FTLP10	Y
chr4	68184128	68218080	-	TMPRSS11BNL	Y
chr4	68226652	68245694	-	TMPRSS11B	Y
chr4	68310386	68350090	-	YTHDC1	Y
chr4	68447462	68497604	+	TMPRSS11E	Y
chr4	68537175	68576322	-	UGT2B17	Y
chr4	68646596	68670652	-	UGT2B15	Y
chr4	68815993	68832023	+	UGT2B10	Y
chr4	68928463	68951804	-	UGT2A3	Y
chr4	69004576	69020396	-	UGT2B10	Y
chr4	69051263	69112987	+	UGT2B7	Y
chr4	69182099	69216767	+	LOC105377267	Y
chr4	69199950	69214748	-	UGT2B11	Y
chr4	69280474	69295050	+	UGT2B28	Y
chr4	69480164	69526014	-	UGT2B4	Y
chr4	69588416	69639642	-	UGT2A2	Y
chr4	69588416	69653247	-	UGT2A1	Y
chr4	69721166	69760620	-	SULT1B1	Y
chr4	69841211	69860145	-	SULT1E1	Y
chr4	69931067	69946572	+	CSN1S1	Y
chr4	69955255	69961011	-	CSN2	Y
chr4	69995965	70002570	+	STATH	Y
chr4	70028458	70036538	+	HTN3	Y
chr4	70050437	70058848	+	HTN1	Y
chr4	70067385	70085271	+	CSN1S2AP	Y
chr4	70133603	70146704	+	CSN1S2BP	Y
chr4	70154236	70166609	+	PRR27	Y
chr4	70195724	70204576	+	ODAM	Y
chr4	70226123	70235251	+	FDCSP	Y
chr4	70242615	70251428	+	CSN3	Y
chr4	70334980	70337116	+	CABS1	Y
chr4	70360759	70367158	+	SMR3A	Y
chr4	70383130	70390244	+	SMR3B	Y
chr4	70397939	70410195	+	OPRPN	Y
chr4	70430491	70482997	+	MUC7	Y
chr4	70518568	70532743	+	AMTN	Y
chr4	70592255	70607287	+	AMBN	Y
chr4	70628743	70646824	+	ENAM	Y
chr4	70655540	70666508	-	JCHAIN	Y
chr4	70688531	70690551	+	UTP3	Y
chr4	70721963	70808619	+	RUFY3	Y
chr4	70815782	70839890	-	GRSF1	Y
chr4	70902368	70988168	+	MOB1B	Y
chr4	70993648	71030912	+	DCK	Y
chr4	71186764	71572083	+	SLC4A4	Y
chr4	71741693	71805520	-	GC	Y
chr4	72031999	72148304	+	NPFFR2	Y
chr4	72280968	72569221	-	ADAMTS3	Y
chr4	73052361	73069716	-	COX18	Y
chr4	73073375	73258798	-	ANKRD17	Y
chr4	73404286	73421482	+	ALB	Y
chr4	73436220	73456174	+	AFP	Y
chr4	73481744	73504001	+	AFM	Y
chr4	73508802	73528533	+	LINC02499	Y
chr4	73571549	73620631	-	RASSF6	Y
chr4	73740568	73743716	+	CXCL8	Y
chr4	73836677	73838760	+	CXCL6	Y
chr4	73853295	73854483	+	PF4V1	Y
chr4	73869392	73871308	+	CXCL1	Y
chr4	73980824	73982124	-	PF4	Y
chr4	73986438	73988190	-	PPBP	Y
chr4	73995641	73998677	-	CXCL5	Y
chr4	74036590	74038689	-	CXCL3	Y
chr4	74054037	74055399	-	PPBPP2	Y
chr4	74097039	74099195	-	CXCL2	Y
chr4	74158107	74303097	+	MTHFD2L	Y
chr4	74308469	74316786	+	EPGN	Y
chr4	74365144	74388747	+	EREG	Y
chr4	74445135	74455004	+	AREG	Y
chr4	74744759	74794523	-	BTC	Y
chr4	74933115	75050113	+	PARM1	Y
chr4	74955973	74970362	-	PARM1-AS1	Y
chr4	75081925	75084708	-	LINC02562	Y
chr4	75354075	75362566	+	LINC02483	Y
chr4	75479036	75514430	-	RCHY1	Y
chr4	75514472	75547322	+	THAP6	Y
chr4	75556047	75565893	+	ODAPH	Y
chr4	75576495	75630528	-	CDKL2	Y
chr4	75642768	75673483	-	G3BP2	Y
chr4	75724521	75814289	+	USO1	Y
chr4	75859866	75902452	-	PPEF2	Y
chr4	75910654	75941013	-	NAAA	Y
chr4	75949905	75990962	-	SDAD1	Y
chr4	75980789	76005941	+	SDAD1-AS1	Y
chr4	76001274	76007509	-	CXCL9	Y
chr4	76011189	76112786	+	ART3	Y
chr4	76021117	76023497	-	CXCL10	Y
chr4	76033686	76036070	-	CXCL11	Y
